PlantID PlantName Datetime Irradiance Speed10 Direction10 Temper Pressure Humidity
2356 光伏2356 "2022-04-29 11:00:00" 0.0000 1.6367 218.5505 29.0200 999.9200 0.0000
2356 光伏2356 "2022-04-29 11:15:00" 239.1700 0.1456 195.9454 29.7300 999.3800 0.0000
2356 光伏2356 "2022-04-29 11:30:00" 700.3800 0.6263 199.5923 30.0600 999.9800 0.0000
2356 光伏2356 "2022-04-29 11:45:00" 504.0600 0.9025 201.4477 30.3000 1000.0800 0.0000
2356 光伏2356 "2022-04-29 12:00:00" 728.7800 1.5118 207.5820 30.4800 999.9900 65.3000
2356 光伏2356 "2022-04-29 12:15:00" 467.5400 1.6920 212.9387 30.4800 999.7300 65.2100
2356 光伏2356 "2022-04-29 12:30:00" 428.5200 1.9304 214.0193 30.4400 999.3600 65.7100
2356 光伏2356 "2022-04-29 12:45:00" 387.5000 1.9167 212.8610 30.4600 999.1500 65.6300
2356 光伏2356 "2022-04-29 13:00:00" 542.6500 1.9389 212.7885 30.6900 998.8900 64.9400
2356 光伏2356 "2022-04-29 13:15:00" 814.6800 1.6914 219.2417 31.0200 998.4500 63.3600
2356 光伏2356 "2022-04-29 13:30:00" 523.7700 1.4101 228.7376 31.1700 998.1600 61.9400
2356 光伏2356 "2022-04-29 13:45:00" 369.3100 1.5227 236.5187 31.1500 998.0500 61.6300
2356 光伏2356 "2022-04-29 14:00:00" 718.7400 1.7007 241.1744 31.5200 997.9700 60.7400
2356 光伏2356 "2022-04-29 14:15:00" 403.8100 2.1648 242.4880 31.4500 997.7700 60.1700
2356 光伏2356 "2022-04-29 14:30:00" 271.7900 2.6432 240.0400 31.3500 997.6100 60.3700
2356 光伏2356 "2022-04-29 14:45:00" 713.2600 3.1831 239.4067 31.8100 997.4100 59.6000
2356 光伏2356 "2022-04-29 15:00:00" 239.5400 3.2809 239.6053 31.3200 997.1700 59.7500
2356 光伏2356 "2022-04-29 15:15:00" 449.0400 3.7168 237.0795 31.5100 997.0900 60.0200
2356 光伏2356 "2022-04-29 15:30:00" 291.7000 3.8833 237.0875 31.2800 997.0800 60.2100
2356 光伏2356 "2022-04-29 15:45:00" 115.7900 4.2165 233.9726 30.9000 997.0900 61.4400
2356 光伏2356 "2022-04-29 16:00:00" 238.1000 4.3827 232.1365 31.1600 997.1200 61.5800
2356 光伏2356 "2022-04-29 16:15:00" 50.6100 4.7618 229.8555 30.5900 997.1100 62.2900
2356 光伏2356 "2022-04-29 16:30:00" 47.2300 4.9289 225.7398 30.3000 997.1500 63.1700
2356 光伏2356 "2022-04-29 16:45:00" 41.8100 5.0733 221.3240 30.0800 997.1700 63.3500
2356 光伏2356 "2022-04-29 17:00:00" 0.0000 5.6414 213.9436 29.6700 996.6500 0.0000
2356 光伏2356 "2022-04-29 17:15:00" 26.0600 4.2059 215.1259 28.9300 996.7500 0.0000
2356 光伏2356 "2022-04-29 17:30:00" 174.7300 4.8441 215.1664 29.0400 996.7900 0.0000
2356 光伏2356 "2022-04-29 17:45:00" 4.2300 5.0903 211.5043 28.3700 996.5700 0.0000
2356 光伏2356 "2022-04-29 18:00:00" 114.6800 5.1062 213.2544 28.2900 996.7100 72.0000
2356 光伏2356 "2022-04-29 18:15:00" 7.6600 5.3150 217.9695 27.7800 996.8200 72.0100
2356 光伏2356 "2022-04-29 18:30:00" 10.8900 5.4980 222.8625 27.3900 996.8800 72.4900
2356 光伏2356 "2022-04-29 18:45:00" 0.0000 5.8761 224.7932 27.0900 997.0000 72.5000
2356 光伏2356 "2022-04-29 19:00:00" 0.0000 6.1240 227.8459 26.7500 997.1300 72.8900
2356 光伏2356 "2022-04-29 19:15:00" 0.0000 6.3680 229.3304 26.4900 997.3300 73.1400
2356 光伏2356 "2022-04-29 19:30:00" 0.0000 6.3919 229.6320 26.2800 997.6900 73.1800
2356 光伏2356 "2022-04-29 19:45:00" 0.0000 6.2834 229.3888 26.0800 998.0700 73.3900
2356 光伏2356 "2022-04-29 20:00:00" 0.0000 3.7533 209.7070 24.4500 998.3700 0.0000
2356 光伏2356 "2022-04-29 20:15:00" 0.0000 3.0903 199.6663 24.8600 998.1800 0.0000
2356 光伏2356 "2022-04-29 20:30:00" 0.0000 2.6666 252.9921 24.7600 998.5600 0.0000
2356 光伏2356 "2022-04-29 20:45:00" 0.0000 5.0919 268.4245 24.1700 999.4700 0.0000
2356 光伏2356 "2022-04-29 21:00:00" 0.0000 5.0097 259.7668 23.6100 1000.1500 87.9700
2356 光伏2356 "2022-04-29 21:15:00" 0.0000 4.5718 256.2069 23.3800 1000.6500 89.5800
2356 光伏2356 "2022-04-29 21:30:00" 0.0000 4.4534 245.7371 23.2500 1000.1500 90.2800
2356 光伏2356 "2022-04-29 21:45:00" 0.0000 4.7558 248.6684 23.1700 999.7500 90.1800
2356 光伏2356 "2022-04-29 22:00:00" 0.0000 4.4923 247.4881 23.1500 999.6800 89.8000
2356 光伏2356 "2022-04-29 22:15:00" 0.0000 4.2740 238.3925 23.1600 999.6900 88.9300
2356 光伏2356 "2022-04-29 22:30:00" 0.0000 4.0895 230.1586 23.1900 999.7700 87.6600
2356 光伏2356 "2022-04-29 22:45:00" 0.0000 4.2160 233.2932 23.1800 999.9000 86.1800
2356 光伏2356 "2022-04-29 23:00:00" 0.0000 3.9420 233.0429 23.1000 1000.2400 0.0000
2356 光伏2356 "2022-04-29 23:15:00" 0.0000 1.6891 236.5922 22.8600 1000.2800 0.0000
2356 光伏2356 "2022-04-29 23:30:00" 0.0000 1.8695 219.1385 22.8700 999.8600 0.0000
2356 光伏2356 "2022-04-29 23:45:00" 0.0000 2.0494 210.8199 22.8700 1000.1800 0.0000
2356 光伏2356 "2022-04-30 00:00:00" 0.0000 2.2451 210.2197 22.8900 1000.9800 85.7300
2356 光伏2356 "2022-04-30 00:15:00" 0.0000 2.5244 208.9003 22.7800 1000.8300 85.0900
2356 光伏2356 "2022-04-30 00:30:00" 0.0000 2.8273 205.1148 22.7200 1000.7500 83.9100
2356 光伏2356 "2022-04-30 00:45:00" 0.0000 2.9498 210.5640 22.6900 1000.4700 83.0300
2356 光伏2356 "2022-04-30 01:00:00" 0.0000 3.0342 213.8472 22.7200 1000.4600 82.6200
2356 光伏2356 "2022-04-30 01:15:00" 0.0000 3.2182 212.3073 22.7400 1000.5700 82.4000
2356 光伏2356 "2022-04-30 01:30:00" 0.0000 3.4630 211.9002 22.6900 1000.4800 82.0800
2356 光伏2356 "2022-04-30 01:45:00" 0.0000 3.7783 214.8678 22.5300 1000.1900 81.5000
2356 光伏2356 "2022-04-30 02:00:00" 0.0000 3.9092 219.1863 22.3900 999.9500 81.5800
2356 光伏2356 "2022-04-30 02:15:00" 0.0000 4.0060 216.9843 22.3900 999.9200 82.0600
2356 光伏2356 "2022-04-30 02:30:00" 0.0000 4.1140 212.4926 22.3400 1000.0800 82.5000
2356 光伏2356 "2022-04-30 02:45:00" 0.0000 4.4732 211.8425 22.1700 1000.1100 82.6000
2356 光伏2356 "2022-04-30 03:00:00" 0.0000 4.4319 211.7176 21.9400 1000.3200 82.2200
2356 光伏2356 "2022-04-30 03:15:00" 0.0000 4.4538 210.9417 21.5500 1000.5600 82.7100
2356 光伏2356 "2022-04-30 03:30:00" 0.0000 4.6004 212.0318 21.2200 1000.7500 82.2500
2356 光伏2356 "2022-04-30 03:45:00" 0.0000 4.6043 214.3803 21.0200 1000.8900 80.2900
2356 光伏2356 "2022-04-30 04:00:00" 0.0000 4.5600 214.4568 20.8400 1001.0300 78.0600
2356 光伏2356 "2022-04-30 04:15:00" 0.0000 4.3442 217.4238 20.7000 1001.1100 76.6100
2356 光伏2356 "2022-04-30 04:30:00" 0.0000 4.1110 222.9300 20.6300 1000.9500 76.4500
2356 光伏2356 "2022-04-30 04:45:00" 0.0000 3.6951 218.2966 20.6300 1001.1800 76.6100
2356 光伏2356 "2022-04-30 05:00:00" 0.0000 3.8197 223.5149 20.6100 1001.2000 76.8800
2356 光伏2356 "2022-04-30 05:15:00" 0.0000 3.6509 223.0021 20.6000 1001.2600 76.8900
2356 光伏2356 "2022-04-30 05:30:00" 0.0000 3.6294 226.8980 20.5500 1001.1700 76.7600
2356 光伏2356 "2022-04-30 05:45:00" 0.0000 3.3951 235.5610 20.5100 1001.1000 76.6900
2356 光伏2356 "2022-04-30 06:00:00" 0.0000 3.0371 235.7344 20.4500 1001.1400 77.0100
2356 光伏2356 "2022-04-30 06:15:00" 0.0000 3.0587 227.9153 20.4600 1001.1700 76.6700
2356 光伏2356 "2022-04-30 06:30:00" 0.0000 3.1820 225.2546 20.4400 1001.2200 76.2200
2356 光伏2356 "2022-04-30 06:45:00" 0.0000 3.1643 222.3102 20.4200 1001.4200 75.8600
2356 光伏2356 "2022-04-30 07:00:00" 2.6200 3.2951 225.0000 20.3900 1001.5600 75.8300
2356 光伏2356 "2022-04-30 07:15:00" 4.5900 3.3197 227.5638 20.4200 1001.6500 76.0200
2356 光伏2356 "2022-04-30 07:30:00" 11.7300 2.8060 217.0332 20.5400 1002.0500 75.9000
2356 光伏2356 "2022-04-30 07:45:00" 94.6600 2.7242 217.5429 20.9600 1002.2600 75.4800
2356 光伏2356 "2022-04-30 08:00:00" 71.8600 3.0840 217.0928 20.9000 1002.4000 74.7300
2356 光伏2356 "2022-04-30 08:15:00" 36.3700 2.9850 220.7887 20.9400 1002.6000 74.9200
2356 光伏2356 "2022-04-30 08:30:00" 50.6100 2.9156 220.4095 21.0500 1002.8000 75.4900
2356 光伏2356 "2022-04-30 08:45:00" 69.6200 2.9277 225.8303 21.2100 1002.8500 75.1000
2356 光伏2356 "2022-04-30 09:00:00" 186.3100 2.8721 226.6930 21.6600 1002.8700 74.3400
2356 光伏2356 "2022-04-30 09:15:00" 120.6800 2.8003 225.5787 21.6400 1002.8600 73.9500
2356 光伏2356 "2022-04-30 09:30:00" 420.2600 2.4326 224.3338 22.4200 1002.8700 72.9900
2356 光伏2356 "2022-04-30 09:45:00" 148.9800 2.4560 217.0565 22.2600 1002.8500 72.8700
2356 光伏2356 "2022-04-30 10:00:00" 273.8200 2.3891 210.4291 22.7100 1002.8700 72.5400
2356 光伏2356 "2022-04-30 10:15:00" 321.3400 2.6857 210.6711 23.0100 1002.7700 71.8300
2356 光伏2356 "2022-04-30 10:30:00" 465.8900 2.6241 200.9905 23.4000 1002.8000 71.2300
2356 光伏2356 "2022-04-30 10:45:00" 345.7300 2.3792 190.4125 23.5000 1002.9200 70.6900
2356 光伏2356 "2022-04-30 11:00:00" 414.9600 2.2854 192.6376 23.6900 1002.8700 70.3100
2356 光伏2356 "2022-04-30 11:15:00" 146.4400 1.9517 188.5453 23.6100 1002.9000 70.5400
2356 光伏2356 "2022-04-30 11:30:00" 126.9300 2.2888 185.0131 23.5400 1002.8200 70.9300
2356 光伏2356 "2022-04-30 11:45:00" 184.2600 2.6201 180.4374 23.5500 1002.8600 70.4300
2356 光伏2356 "2022-04-30 12:00:00" 171.5300 2.9938 177.1280 23.3600 1002.9100 69.9000
2356 光伏2356 "2022-04-30 12:15:00" 853.8100 2.2750 234.8429 25.8100 1002.4300 68.6900
2356 光伏2356 "2022-04-30 12:30:00" 279.0800 3.5820 181.9198 23.3800 1002.6700 69.1900
2356 光伏2356 "2022-04-30 12:45:00" 542.5400 3.3659 183.4064 23.7700 1002.5000 68.8200
2356 光伏2356 "2022-04-30 13:00:00" 431.9400 3.2478 186.0090 23.9600 1002.2600 68.7400
2356 光伏2356 "2022-04-30 13:15:00" 364.1500 3.3587 189.7708 24.1300 1001.9200 68.8600
2356 光伏2356 "2022-04-30 13:30:00" 445.4600 3.6871 191.7366 24.4200 1001.5600 68.6200
2356 光伏2356 "2022-04-30 13:45:00" 516.8700 4.0965 193.6970 24.7200 1001.1800 68.0600
2356 光伏2356 "2022-04-30 14:00:00" 523.1900 4.1207 193.9014 24.9500 1000.9300 67.6100
2356 光伏2356 "2022-04-30 14:15:00" 475.3800 4.1900 192.5436 25.0300 1000.7200 67.4100
2356 光伏2356 "2022-04-30 14:30:00" 453.8200 4.5840 194.4000 24.9400 1000.5400 67.5400
2356 光伏2356 "2022-04-30 14:45:00" 176.3600 4.7940 195.4857 24.3900 1000.5200 68.7700
2356 光伏2356 "2022-04-30 15:00:00" 459.5000 5.1332 199.4586 24.4900 1000.3800 69.2100
2356 光伏2356 "2022-04-30 15:15:00" 113.7600 5.0491 201.7382 23.8200 1000.3500 70.5600
2356 光伏2356 "2022-04-30 15:30:00" 62.3800 4.9540 204.4440 23.5500 1000.3000 71.9300
2356 光伏2356 "2022-04-30 15:45:00" 20.6100 4.5443 207.5237 23.2900 1000.3500 72.8500
2356 光伏2356 "2022-04-30 16:00:00" 29.5700 4.7782 210.4291 22.9500 1000.2300 75.1000
2356 光伏2356 "2022-04-30 16:15:00" 29.0200 4.8680 212.8413 22.5600 1000.2100 76.6700
2356 光伏2356 "2022-04-30 16:30:00" 27.7100 4.9927 214.3903 22.3400 1000.1400 77.7600
2356 光伏2356 "2022-04-30 16:45:00" 39.9200 5.2709 214.9564 22.2900 1000.0600 78.4100
2356 光伏2356 "2022-04-30 17:00:00" 78.5900 5.6696 212.9052 22.3700 999.9900 78.1400
2356 光伏2356 "2022-04-30 17:15:00" 61.6500 6.2394 210.4283 22.3300 999.9900 77.5400
2356 光伏2356 "2022-04-30 17:30:00" 44.1800 6.8926 207.5688 22.1500 1000.0100 77.1100
2356 光伏2356 "2022-04-30 17:45:00" 30.8600 7.4243 205.8748 21.7500 1000.1200 77.3400
2356 光伏2356 "2022-04-30 18:00:00" 16.6600 7.6937 205.3993 21.2000 1000.2600 78.0900
2356 光伏2356 "2022-04-30 18:15:00" 1.7800 7.7293 205.4378 20.7200 1000.4100 78.8900
2356 光伏2356 "2022-04-30 18:30:00" 0.0000 7.6922 206.2319 20.3800 1000.5700 79.1200
2356 光伏2356 "2022-04-30 18:45:00" 0.0000 7.9609 205.9213 20.0900 1000.6900 78.9500
2356 光伏2356 "2022-04-30 19:00:00" 0.0000 7.9811 205.0559 19.8300 1000.9600 78.9100
2356 光伏2356 "2022-04-30 19:15:00" 0.0000 7.9384 204.5634 19.5400 1001.3600 79.0000
2356 光伏2356 "2022-04-30 19:30:00" 0.0000 8.1544 203.6414 19.0400 1001.7500 81.2400
2356 光伏2356 "2022-04-30 19:45:00" 0.0000 7.9869 201.5217 18.6100 1002.2600 83.3100
2356 光伏2356 "2022-04-30 20:00:00" 0.0000 7.7482 199.1365 18.2800 1002.7100 84.7400
2356 光伏2356 "2022-04-30 20:15:00" 0.0000 7.6761 196.4991 18.0200 1003.1100 85.6600
2356 光伏2356 "2022-04-30 20:30:00" 0.0000 7.6881 196.0068 17.7900 1003.4000 86.7500
2356 光伏2356 "2022-04-30 20:45:00" 0.0000 7.7858 195.5714 17.6400 1003.7700 87.8900
2356 光伏2356 "2022-04-30 21:00:00" 0.0000 8.0344 197.0818 17.3700 1003.9600 88.7100
2356 光伏2356 "2022-04-30 21:15:00" 0.0000 8.2410 198.1711 17.1200 1004.0300 88.5900
2356 光伏2356 "2022-04-30 21:30:00" 0.0000 8.2719 199.8588 16.9000 1004.1800 89.0800
2356 光伏2356 "2022-04-30 21:45:00" 0.0000 8.1438 200.8607 16.7900 1004.3100 89.0000
2356 光伏2356 "2022-04-30 22:00:00" 0.0000 7.9678 199.7312 16.7600 1004.4000 88.3000
2356 光伏2356 "2022-04-30 22:15:00" 0.0000 7.7609 199.1820 16.7800 1004.6100 87.6000
2356 光伏2356 "2022-04-30 22:30:00" 0.0000 7.8158 199.6637 16.7800 1004.6900 86.8600
2356 光伏2356 "2022-04-30 22:45:00" 0.0000 7.7946 202.7160 16.8000 1004.7100 86.0700
2356 光伏2356 "2022-04-30 23:00:00" 0.0000 null  16.7968 1004.7212 85.4229
2356 光伏2356 "2022-04-30 23:15:00" 0.0000 null  16.7935 1004.7324 84.7757
2356 光伏2356 "2022-04-30 23:30:00" 0.0000 null  16.7903 1004.7436 84.1286
2356 光伏2356 "2022-04-30 23:45:00" 0.0000 null  16.7871 1004.7548 83.4814
2356 光伏2356 "2022-05-01 00:00:00" 0.0000 null  16.7838 1004.7660 82.8343
2356 光伏2356 "2022-05-01 00:15:00" 0.0000 null  16.7806 1004.7772 82.1871
2356 光伏2356 "2022-05-01 00:30:00" 0.0000 null  16.7774 1004.7884 81.5400
2356 光伏2356 "2022-05-01 00:45:00" 0.0000 null  16.7741 1004.7996 80.8929
2356 光伏2356 "2022-05-01 01:00:00" 0.0000 null  16.7709 1004.8108 80.2457
2356 光伏2356 "2022-05-01 01:15:00" 0.0000 null  16.7677 1004.8220 79.5986
2356 光伏2356 "2022-05-01 01:30:00" 0.0000 null  16.7644 1004.8332 78.9514
2356 光伏2356 "2022-05-01 01:45:00" 0.0000 null  16.7612 1004.8444 78.3043
2356 光伏2356 "2022-05-01 02:00:00" 0.0000 null  16.7580 1004.8556 77.6571
2356 光伏2356 "2022-05-01 02:15:00" 0.0000 null  16.7547 1004.8668 77.0100
2356 光伏2356 "2022-05-01 02:30:00" 0.0000 null  16.7515 1004.8780 76.3629
2356 光伏2356 "2022-05-01 02:45:00" 0.0000 null  16.7483 1004.8892 75.7157
2356 光伏2356 "2022-05-01 03:00:00" 0.0000 null  16.7450 1004.9005 75.0686
2356 光伏2356 "2022-05-01 03:15:00" 0.0000 null  16.7418 1004.9117 74.4214
2356 光伏2356 "2022-05-01 03:30:00" 0.0000 null  16.7386 1004.9229 73.7743
2356 光伏2356 "2022-05-01 03:45:00" 0.0000 null  16.7353 1004.9341 73.1271
2356 光伏2356 "2022-05-01 04:00:00" 0.0000 null  16.7321 1004.9453 72.4800
2356 光伏2356 "2022-05-01 04:15:00" 0.0000 null  16.7289 1004.9565 71.8329
2356 光伏2356 "2022-05-01 04:30:00" 0.0000 null  16.7256 1004.9677 71.1857
2356 光伏2356 "2022-05-01 04:45:00" 0.0000 null  16.7224 1004.9789 70.5386
2356 光伏2356 "2022-05-01 05:00:00" 0.0000 null  16.7192 1004.9901 69.8914
2356 光伏2356 "2022-05-01 05:15:00" 0.0000 null  16.7159 1005.0013 69.2443
2356 光伏2356 "2022-05-01 05:30:00" 0.0000 null  16.7127 1005.0125 68.5971
2356 光伏2356 "2022-05-01 05:45:00" 0.0000 null  16.7095 1005.0237 67.9500
2356 光伏2356 "2022-05-01 06:00:00" 0.0000 null  16.7062 1005.0349 67.3029
2356 光伏2356 "2022-05-01 06:15:00" 0.0000 null  16.7030 1005.0461 66.6557
2356 光伏2356 "2022-05-01 06:30:00" 0.0000 null  16.6998 1005.0573 66.0086
2356 光伏2356 "2022-05-01 06:45:00" 0.0000 null  16.6965 1005.0685 65.3614
2356 光伏2356 "2022-05-01 07:00:00" 0.0000 null  16.6933 1005.0797 64.7143
2356 光伏2356 "2022-05-01 07:15:00" 0.0000 null  16.6901 1005.0909 64.0671
2356 光伏2356 "2022-05-01 07:30:00" 0.0000 null  16.6868 1005.1021 63.4200
2356 光伏2356 "2022-05-01 07:45:00" 0.0000 null  16.6836 1005.1133 62.7729
2356 光伏2356 "2022-05-01 08:00:00" 0.0000 null  16.6804 1005.1245 62.1257
2356 光伏2356 "2022-05-01 08:15:00" 0.0000 null  16.6771 1005.1357 61.4786
2356 光伏2356 "2022-05-01 08:30:00" 0.0000 null  16.6739 1005.1469 60.8314
2356 光伏2356 "2022-05-01 08:45:00" 0.0000 null  16.6707 1005.1581 60.1843
2356 光伏2356 "2022-05-01 09:00:00" 0.0000 null  16.6674 1005.1693 59.5371
2356 光伏2356 "2022-05-01 09:15:00" 0.0000 null  16.6642 1005.1805 58.8900
2356 光伏2356 "2022-05-01 09:30:00" 0.0000 null  16.6610 1005.1917 58.2429
2356 光伏2356 "2022-05-01 09:45:00" 0.0000 null  16.6577 1005.2029 57.5957
2356 光伏2356 "2022-05-01 10:00:00" 0.0000 null  16.6545 1005.2141 56.9486
2356 光伏2356 "2022-05-01 10:15:00" 0.0000 null  16.6513 1005.2253 56.3014
2356 光伏2356 "2022-05-01 10:30:00" 0.0000 null  16.6480 1005.2365 55.6543
2356 光伏2356 "2022-05-01 10:45:00" 0.0000 null  16.6448 1005.2477 55.0071
2356 光伏2356 "2022-05-01 11:00:00" 0.0000 null  16.6416 1005.2589 54.3600
2356 光伏2356 "2022-05-01 11:15:00" 0.0000 null  16.6383 1005.2702 53.7129
2356 光伏2356 "2022-05-01 11:30:00" 0.0000 null  16.6351 1005.2814 53.0657
2356 光伏2356 "2022-05-01 11:45:00" 0.0000 null  16.6319 1005.2926 52.4186
2356 光伏2356 "2022-05-01 12:00:00" 0.0000 null  16.6286 1005.3038 51.7714
2356 光伏2356 "2022-05-01 12:15:00" 0.0000 null  16.6254 1005.3150 51.1243
2356 光伏2356 "2022-05-01 12:30:00" 0.0000 null  16.6222 1005.3262 50.4771
2356 光伏2356 "2022-05-01 12:45:00" 0.0000 null  16.6189 1005.3374 49.8300
2356 光伏2356 "2022-05-01 13:00:00" 0.0000 null  16.6157 1005.3486 49.1829
2356 光伏2356 "2022-05-01 13:15:00" 0.0000 null  16.6125 1005.3598 48.5357
2356 光伏2356 "2022-05-01 13:30:00" 0.0000 null  16.6092 1005.3710 47.8886
2356 光伏2356 "2022-05-01 13:45:00" 0.0000 null  16.6060 1005.3822 47.2414
2356 光伏2356 "2022-05-01 14:00:00" 0.0000 null  16.6028 1005.3934 46.5943
2356 光伏2356 "2022-05-01 14:15:00" 0.0000 null  16.5995 1005.4046 45.9471
2356 光伏2356 "2022-05-01 14:30:00" 0.0000 null  16.5963 1005.4158 45.3000
2356 光伏2356 "2022-05-01 14:45:00" 0.0000 null  16.5931 1005.4270 44.6529
2356 光伏2356 "2022-05-01 15:00:00" 0.0000 null  16.5898 1005.4382 44.0057
2356 光伏2356 "2022-05-01 15:15:00" 0.0000 null  16.5866 1005.4494 43.3586
2356 光伏2356 "2022-05-01 15:30:00" 0.0000 null  16.5834 1005.4606 42.7114
2356 光伏2356 "2022-05-01 15:45:00" 0.0000 null  16.5802 1005.4718 42.0643
2356 光伏2356 "2022-05-01 16:00:00" 0.0000 null  16.5769 1005.4830 41.4171
2356 光伏2356 "2022-05-01 16:15:00" 0.0000 null  16.5737 1005.4942 40.7700
2356 光伏2356 "2022-05-01 16:30:00" 0.0000 null  16.5705 1005.5054 40.1229
2356 光伏2356 "2022-05-01 16:45:00" 0.0000 null  16.5672 1005.5166 39.4757
2356 光伏2356 "2022-05-01 17:00:00" 0.0000 null  16.5640 1005.5278 38.8286
2356 光伏2356 "2022-05-01 17:15:00" 0.0000 null  16.5608 1005.5390 38.1814
2356 光伏2356 "2022-05-01 17:30:00" 0.0000 null  16.5575 1005.5502 37.5343
2356 光伏2356 "2022-05-01 17:45:00" 0.0000 null  16.5543 1005.5614 36.8871
2356 光伏2356 "2022-05-01 18:00:00" 0.0000 null  16.5511 1005.5726 36.2400
