PlantID PlantName Datetime Speed10 Direction10 Speed30 Direction30 Speed50 Direction50 Speed70 Direction70 Speed90 Direction90 Speed100 Direction100 Temper Pressure Humidity HubSpeed HubDireciton
1078 风电1078 "2022-08-08 04:45:00" 1.3979 329.9501 1.5728 329.8485 1.7477 329.7672 1.9090 329.8084 2.0565 329.9441 2.1285 329.8211 22.4500 940.2400 81.8200 2.1285 329.8211
1078 风电1078 "2022-08-08 05:00:00" 1.5312 325.3758 1.6065 324.6282 1.6741 323.7462 1.7440 323.3929 1.8060 322.8763 1.8401 322.5073 22.4300 940.1600 0.0000 1.8401 322.5073
1078 风电1078 "2022-08-08 05:15:00" 1.4378 293.3556 1.6256 293.5688 1.8002 293.5747 1.9566 293.8138 2.1089 293.7694 2.1850 293.7495 20.9900 940.4600 0.0000 2.1850 293.7495
1078 风电1078 "2022-08-08 05:30:00" 1.4287 285.0089 1.6059 285.1612 1.7708 285.0565 1.9383 285.2551 2.0839 285.3033 2.1567 285.3250 21.2100 940.3000 0.0000 2.1567 285.3250
1078 风电1078 "2022-08-08 05:45:00" 1.2303 289.4659 1.3790 289.4861 1.5310 289.8552 1.6669 289.6307 1.7967 289.8469 1.8599 289.7989 21.4100 939.9800 0.0000 1.8599 289.7989
1078 风电1078 "2022-08-08 06:00:00" 1.0913 297.2695 1.2300 297.6067 1.3642 297.5042 1.4895 297.5973 1.6059 297.8416 1.6595 297.6460 21.6800 939.9000 85.0400 1.6595 297.6460
1078 风电1078 "2022-08-08 06:15:00" 1.1707 304.9118 1.3231 304.5308 1.4648 304.9920 1.5951 304.7860 1.7310 304.8836 1.7892 304.7559 22.6200 939.8300 85.2000 1.7892 304.7559
1078 风电1078 "2022-08-08 06:30:00" 1.2902 307.7581 1.4463 307.9792 1.5962 307.8750 1.7383 307.9906 1.8743 307.8482 1.9383 307.8750 24.0300 940.0000 84.0800 1.9383 307.8750
1078 风电1078 "2022-08-08 06:45:00" 1.3083 315.9290 1.4143 315.5729 1.5344 315.2640 1.6334 315.2480 1.7324 314.7661 1.7749 314.7717 25.0400 940.3100 76.8500 1.7749 314.7717
1078 风电1078 "2022-08-08 07:00:00" 2.5399 328.6881 2.6566 328.7033 2.7646 328.6097 2.8590 328.5894 2.9533 328.5704 3.0031 328.4800 25.0100 940.9400 74.3100 3.0031 328.4800
1078 风电1078 "2022-08-08 07:15:00" 1.5274 341.6837 1.5811 341.5651 1.6349 341.4542 1.6887 341.3505 1.7330 341.1468 1.7551 341.0489 26.0500 940.7700 68.2100 1.7551 341.0489
1078 风电1078 "2022-08-08 07:30:00" 1.4454 342.6933 1.4991 342.5320 1.5433 342.2695 1.5875 342.0216 1.6191 342.0127 1.6412 341.8962 26.3500 940.8800 66.6700 1.6412 341.8962
1078 风电1078 "2022-08-08 07:45:00" 1.3485 346.2729 1.3922 345.8639 1.4237 345.7685 1.4649 345.7740 1.4990 345.3148 1.5183 345.5061 26.6300 941.0300 65.4900 1.5183 345.5061
1078 风电1078 "2022-08-08 08:00:00" 1.3761 351.2222 1.4188 350.6705 1.4599 350.5377 1.5010 350.4122 1.5322 350.2303 1.5519 350.3556 26.9000 941.1900 64.4100 1.5519 350.3556
1078 风电1078 "2022-08-08 08:15:00" 1.4567 351.3136 1.4978 351.1666 1.5404 350.6600 1.5717 350.4777 1.6128 350.3625 1.6325 350.4800 27.1600 941.2100 63.3900 1.6325 350.4800
1078 风电1078 "2022-08-08 08:30:00" 1.4454 349.2342 1.4866 349.1436 1.5199 348.6161 1.5611 348.5461 1.5925 348.4078 1.6121 348.5507 27.3800 941.3300 62.5400 1.6121 348.5507
1078 风电1078 "2022-08-08 08:45:00" 1.2630 349.0459 1.3042 348.9485 1.3356 348.7742 1.3669 348.6079 1.3983 348.4490 1.4101 348.1323 27.6000 941.3700 61.7800 1.4101 348.1323
1078 风电1078 "2022-08-08 09:00:00" 1.0692 352.4762 1.1003 352.1645 1.1314 351.8699 1.1526 351.5184 1.1739 351.1796 1.1936 351.3268 27.8400 941.3700 60.9500 1.1936 351.3268
1078 风电1078 "2022-08-08 09:15:00" 0.9613 357.0185 0.9813 357.0793 1.0118 356.6003 1.0317 356.6661 1.0523 356.1859 1.0623 356.2218 28.1000 941.3400 60.0400 1.0623 356.2218
1078 风电1078 "2022-08-08 09:30:00" 1.0200 0.5617 1.0500 0.5457 1.0800 0.0000 1.1000 0.0000 1.1200 359.4884 1.1300 359.4930 28.3500 941.3300 59.1200 1.1300 359.4930
1078 风电1078 "2022-08-08 09:45:00" 1.1704 1.4688 1.2002 0.9548 1.2302 0.9316 1.2500 0.4584 1.2800 0.4476 1.2900 0.4441 28.5500 941.3800 58.4500 1.2900 0.4441
1078 风电1078 "2022-08-08 10:00:00" 1.2004 1.4321 1.2304 1.3972 1.2602 0.9094 1.2902 0.8882 1.3200 0.4341 1.3300 0.4308 28.6900 941.3500 58.0900 1.3300 0.4308
1078 风电1078 "2022-08-08 10:15:00" 1.2104 1.4203 1.2404 1.3859 1.2602 0.9094 1.2902 0.8882 1.3200 0.4341 1.3300 0.4308 28.8300 941.3200 57.8100 1.3300 0.4308
1078 风电1078 "2022-08-08 10:30:00" 1.3600 0.0000 1.4000 0.0000 1.4300 359.5993 1.4600 359.6076 1.4901 359.2310 1.5101 359.2412 28.9600 941.3300 57.6100 1.5101 359.2412
1078 风电1078 "2022-08-08 10:45:00" 1.6008 358.2101 1.6411 357.9047 1.6811 357.9546 1.7114 357.6559 1.7518 357.3826 1.7718 357.4121 29.0500 941.3700 57.7000 1.7718 357.4121
1078 风电1078 "2022-08-08 11:00:00" 1.8433 356.5788 1.8938 356.3670 1.9344 356.1465 1.9849 355.9555 2.0256 355.7532 2.0455 355.7946 29.0600 941.3800 58.1900 2.0455 355.7946
1078 风电1078 "2022-08-08 11:15:00" 2.0479 354.9575 2.1086 354.8302 2.1593 354.6855 2.2100 354.5474 2.2508 354.3907 2.2717 354.1890 29.0200 941.4200 58.9000 2.2717 354.1890
1078 风电1078 "2022-08-08 11:30:00" 2.1623 353.8939 2.2131 353.7742 2.2738 353.6876 2.3246 353.5782 2.3666 353.2053 2.3964 353.2902 28.9900 941.4600 59.4300 2.3964 353.2902
1078 风电1078 "2022-08-08 11:45:00" 2.1546 353.3368 2.2054 353.2295 2.2674 352.9063 2.3182 352.8137 2.3691 352.7250 2.3889 352.7857 28.9900 941.4700 59.6300 2.3889 352.7857
1078 风电1078 "2022-08-08 12:00:00" 2.1557 353.0728 2.2066 352.9716 2.2674 352.9063 2.3195 352.5686 2.3604 352.4535 2.3902 352.5479 29.0300 941.4700 59.5800 2.3902 352.5479
1078 风电1078 "2022-08-08 12:15:00" 2.1756 353.1363 2.2364 353.0657 2.2884 352.7197 2.3393 352.6319 2.3902 352.5479 2.4100 352.6096 29.1100 941.4000 59.4400 2.4100 352.6096
1078 风电1078 "2022-08-08 12:30:00" 2.2402 352.3039 2.3023 352.0107 2.3632 351.9728 2.4141 351.9035 2.4650 351.8370 2.4961 351.7076 29.1900 941.2800 59.1700 2.4961 351.7076
1078 风电1078 "2022-08-08 12:45:00" 2.2953 351.4816 2.3561 351.4572 2.4185 351.1998 2.4793 351.1836 2.5318 350.9097 2.5614 351.0157 29.2500 941.1200 58.5600 2.5614 351.0157
1078 风电1078 "2022-08-08 13:00:00" 2.4155 351.6686 2.4862 351.6743 2.5485 351.4248 2.6093 351.4041 2.6701 351.3844 2.6914 351.2377 29.3100 940.9500 57.8300 2.6914 351.2377
1078 风电1078 "2022-08-08 13:15:00" 2.5217 352.4804 2.5937 352.2448 2.6545 352.2057 2.7266 351.9888 2.7775 351.9282 2.8086 351.8122 29.3400 940.7800 57.0900 2.8086 351.8122
1078 风电1078 "2022-08-08 13:30:00" 2.5302 351.1333 2.6124 350.9704 2.6748 350.7490 2.7455 350.7778 2.8079 350.5712 2.8375 350.6705 29.3700 940.5900 56.2600 2.8375 350.6705
1078 风电1078 "2022-08-08 13:45:00" 2.4841 350.4998 2.5564 350.3166 2.6288 350.1435 2.6914 349.9427 2.7522 349.9558 2.7835 349.8609 29.4000 940.3900 55.2800 2.7835 349.8609
1078 风电1078 "2022-08-08 14:00:00" 2.1675 355.2364 2.1567 355.4790 2.1453 355.9905 2.1346 356.2395 2.1234 356.7603 2.1234 356.7603 30.4200 939.6300 0.0000 2.1234 356.7603
1078 风电1078 "2022-08-08 14:15:00" 1.9151 355.8078 1.9757 355.6458 2.0263 355.4712 2.0770 355.3051 2.1276 355.1469 2.1484 354.9263 30.8200 939.3600 0.0000 2.1484 354.9263
1078 风电1078 "2022-08-08 14:30:00" 2.1986 349.2523 2.2711 349.0859 2.3338 348.8827 2.3946 348.9247 2.4475 348.6901 2.4770 348.8262 31.0700 939.0100 0.0000 2.4770 348.8262
1078 风电1078 "2022-08-08 14:45:00" 2.5854 337.0051 2.6655 336.8014 2.7417 336.8014 2.8218 336.6148 2.8888 336.5410 2.9203 336.5953 31.1100 938.8700 0.0000 2.9203 336.5953
1078 风电1078 "2022-08-08 15:00:00" 2.6396 329.7436 2.7252 329.5771 2.8059 329.5966 2.8915 329.4440 2.9635 329.3678 2.9995 329.3311 31.0700 938.1400 51.7500 2.9995 329.3311
1078 风电1078 "2022-08-08 15:15:00" 2.6177 335.3930 2.7113 335.1363 2.7916 334.9955 2.8720 334.8626 2.9391 334.8300 2.9747 334.7271 31.1100 938.1500 49.3300 2.9747 334.7271
1078 风电1078 "2022-08-08 15:30:00" 2.5477 330.6177 2.6333 330.4170 2.7139 330.4122 2.7908 330.1278 2.8627 330.0317 2.8937 330.1569 31.1200 938.3800 47.7200 2.8937 330.1569
1078 风电1078 "2022-08-08 15:45:00" 2.2772 327.0078 2.3548 326.7823 2.4185 326.6385 2.4823 326.5020 2.5461 326.3723 2.5821 326.3715 31.0600 938.3900 47.3600 2.5821 326.3715
1078 风电1078 "2022-08-08 16:00:00" 2.1967 326.8887 2.2688 326.8703 2.3381 326.5138 2.4019 326.3761 2.4656 326.2455 2.4934 326.1187 30.9800 938.3100 47.3200 2.4934 326.1187
1078 风电1078 "2022-08-08 16:15:00" 2.0742 322.2461 2.1444 322.0078 2.2146 321.7846 2.2708 321.6160 2.3348 321.6085 2.3629 321.5295 30.9200 938.2800 47.3400 2.3629 321.5295
1078 风电1078 "2022-08-08 16:30:00" 1.8722 325.8855 1.9334 325.3236 1.9973 325.1960 2.0473 325.1455 2.1030 324.8741 2.1251 324.9638 30.8500 938.3000 47.2300 2.1251 324.9638
1078 风电1078 "2022-08-08 16:45:00" 1.5385 332.9353 1.5878 332.6280 1.6283 332.1759 1.6776 331.9074 1.7135 331.7898 1.7359 331.8110 30.7500 938.3300 47.2700 1.7359 331.8110
1078 风电1078 "2022-08-08 17:00:00" 1.3630 341.1662 1.4073 340.9213 1.4517 340.6913 1.4866 340.3462 1.5276 340.4976 1.5404 340.2711 30.5500 938.3900 47.7600 1.5404 340.2711
1078 风电1078 "2022-08-08 17:15:00" 1.5038 335.6506 1.5485 335.5867 1.5973 335.1998 1.6420 335.1517 1.6867 335.1062 1.7091 335.0844 30.1200 938.4500 49.3500 1.7091 335.0844
1078 风电1078 "2022-08-08 17:30:00" 1.8288 321.4380 1.9054 320.9645 1.9757 320.7514 2.0397 320.7699 2.1024 320.4038 2.1305 320.3322 29.4600 938.4000 53.1700 2.1305 320.3322
1078 风电1078 "2022-08-08 17:45:00" 2.0084 314.1931 2.1217 313.8542 2.2352 313.5498 2.3487 313.2747 2.4408 313.1738 2.4905 313.0475 28.9400 938.3900 58.8300 2.4905 313.0475
1078 风电1078 "2022-08-08 18:00:00" 2.0420 307.0382 2.1660 306.5525 2.2881 306.4692 2.3961 306.3438 2.5042 306.2292 2.5563 305.9285 28.4200 938.3200 60.0800 2.5563 305.9285
1078 风电1078 "2022-08-08 18:15:00" 1.8165 298.2580 1.9594 298.0037 2.1024 297.7839 2.2319 297.4835 2.3526 297.3275 2.4107 297.4154 27.7400 938.1300 66.5500 2.4107 297.4154
1078 风电1078 "2022-08-08 18:30:00" 1.6160 288.7713 1.7868 288.9420 1.9511 288.5278 2.0998 288.6075 2.2452 288.4349 2.3180 288.3568 26.7900 938.0800 67.9200 2.3180 288.3568
1078 风电1078 "2022-08-08 18:45:00" 1.5288 285.9454 1.7376 286.0360 1.9340 285.9047 2.1208 285.8712 2.2980 285.9111 2.3901 285.7808 25.9500 938.2400 70.3000 2.3901 285.7808
1078 风电1078 "2022-08-08 19:00:00" 1.6498 285.4683 1.8752 285.1479 2.0839 285.3033 2.2804 285.2551 2.4672 285.2755 2.5593 285.1766 25.9800 938.5000 71.6200 2.5593 285.1766
1078 风电1078 "2022-08-08 19:15:00" 1.7141 281.4410 1.9494 281.5405 2.1730 281.4134 2.3769 281.4045 2.5809 281.3970 2.6731 281.4360 26.0100 938.6700 71.7300 2.6731 281.4360
1078 风电1078 "2022-08-08 19:30:00" 2.5555 222.3039 2.8239 222.5603 3.0856 222.6359 3.3264 222.5634 3.5598 222.6093 3.6661 222.5681 25.5000 937.8900 79.7800 3.6661 222.5681
1078 风电1078 "2022-08-08 19:45:00" 1.8971 285.2816 2.1348 285.2080 2.3628 285.2126 2.5715 285.3333 2.7680 285.2914 2.8697 285.1501 26.1100 939.0800 70.7300 2.8697 285.1501
1078 风电1078 "2022-08-08 20:00:00" 1.9759 291.3706 2.2228 291.3706 2.4475 291.3232 2.6593 291.1613 2.8654 291.2816 2.9602 291.1904 26.1400 939.2900 70.3500 2.9602 291.1904
1078 风电1078 "2022-08-08 20:15:00" 2.0368 294.0482 2.2876 293.9879 2.5201 294.1241 2.7485 294.0472 2.9547 293.9625 3.0663 294.0573 26.1300 939.4700 70.0500 3.0663 294.0573
1078 风电1078 "2022-08-08 20:30:00" 2.0977 295.7100 2.3616 295.5885 2.6076 295.6806 2.8268 295.5679 3.0504 295.6410 3.1488 295.5885 26.0300 939.6100 70.5500 3.1488 295.5885
1078 风电1078 "2022-08-08 20:45:00" 2.1719 293.6143 2.4227 293.6023 2.6735 293.5926 2.9019 293.5615 3.1212 293.6084 3.2197 293.6192 26.0100 939.5800 70.7000 3.2197 293.6192
1078 风电1078 "2022-08-08 21:00:00" 2.3363 294.2613 2.6003 294.2981 2.8511 294.2277 3.0837 294.3209 3.3121 294.2435 3.4147 294.3884 26.7300 939.6400 67.4800 3.4147 294.3884
1078 风电1078 "2022-08-08 21:15:00" 2.5588 297.9671 2.8229 298.1083 3.0735 298.1492 3.3106 298.1132 3.5388 298.1582 3.6418 298.1835 27.0500 939.7800 66.1700 3.6418 298.1835
1078 风电1078 "2022-08-08 21:30:00" 2.7624 303.6325 3.0287 303.6901 3.2672 303.6414 3.4974 303.6901 3.7193 303.8182 3.8219 303.6901 27.0800 939.8900 65.8000 3.8219 303.6901
1078 风电1078 "2022-08-08 21:45:00" 3.9223 328.6605 4.1555 328.6815 4.3887 328.7004 4.6049 328.5881 4.8021 328.6270 4.9050 328.6756 27.1700 940.2100 64.5900 4.9050 328.6756
1078 风电1078 "2022-08-08 22:00:00" 4.8478 336.9256 5.0894 336.8605 5.3048 336.9149 5.5149 336.8287 5.7118 336.8014 5.7972 336.8403 25.6000 940.5600 74.2900 5.7972 336.8403
1078 风电1078 "2022-08-08 22:15:00" 5.1980 338.9150 5.4134 338.8865 5.6195 338.8234 5.8219 338.8565 6.0057 338.8187 6.0912 338.8274 23.7400 940.6200 92.8200 6.0912 338.8274
1078 风电1078 "2022-08-08 22:30:00" 4.7917 328.8312 5.0112 328.8794 5.2222 328.8669 5.4108 328.8365 5.5943 328.8957 5.6886 328.8808 24.2700 940.8200 89.6100 5.6886 328.8808
1078 风电1078 "2022-08-08 22:45:00" 4.7111 328.8068 4.9221 328.7967 5.1193 328.8251 5.3165 328.8514 5.4914 328.8573 5.5772 328.7896 24.1200 940.9500 89.7900 5.5772 328.7896
1078 风电1078 "2022-08-08 23:00:00" 2.5488 321.6913 2.8503 320.8379 3.1318 320.3116 3.3994 319.8923 3.6596 319.4327 3.7800 319.3987 22.5300 941.7300 0.0000 3.7800 319.3987
1078 风电1078 "2022-08-08 23:15:00" 2.4518 298.2374 2.6800 298.2863 2.9035 298.1537 3.1047 298.0508 3.2971 298.0418 3.4000 298.0725 21.3700 941.4200 0.0000 3.4000 298.0725
1078 风电1078 "2022-08-08 23:30:00" 2.5622 289.8494 2.7835 289.7369 2.9954 289.7053 3.1945 289.5694 3.3842 289.5058 3.4697 289.5316 21.8800 941.0000 0.0000 3.4697 289.5316
1078 风电1078 "2022-08-08 23:45:00" 2.5824 286.1892 2.8228 286.2521 3.0508 286.1776 3.2596 286.2110 3.4684 286.2404 3.5632 286.2988 22.1800 940.6700 0.0000 3.5632 286.2988
1078 风电1078 "2022-08-09 00:00:00" 2.5395 289.0771 2.7830 289.0860 3.0076 289.2181 3.2322 289.3319 3.4347 289.3845 3.5329 289.5120 22.2700 940.8700 85.8900 3.5329 289.5120
1078 风电1078 "2022-08-09 00:15:00" 2.4424 297.8241 2.6888 298.1853 2.9218 298.4070 3.1413 298.5231 3.3472 298.5558 3.4414 298.6503 22.2600 940.9100 85.4600 3.4414 298.6503
1078 风电1078 "2022-08-09 00:30:00" 2.4663 307.7527 2.7005 307.9308 2.9268 308.2012 3.1329 308.2599 3.3391 308.3114 3.4374 308.5036 22.2800 941.0400 85.2500 3.4374 308.5036
1078 风电1078 "2022-08-09 00:45:00" 2.2785 312.8657 2.5119 312.9028 2.7380 313.0761 2.9359 313.2058 3.1338 313.3191 3.2328 313.3706 22.1800 940.9700 85.6100 3.2328 313.3706
1078 风电1078 "2022-08-09 01:00:00" 1.9860 310.5074 2.2127 310.6013 2.4253 310.6525 2.6303 310.8376 2.8288 310.8430 2.9210 310.8353 21.9700 940.4500 86.5400 2.9210 310.8353
1078 风电1078 "2022-08-09 01:15:00" 2.0038 309.3296 2.2381 309.3795 2.4443 309.3554 2.6505 309.3350 2.8412 309.5732 2.9411 309.4813 21.8200 940.1500 87.3500 2.9411 309.4813
1078 风电1078 "2022-08-09 01:30:00" 2.1882 309.4368 2.4225 309.4725 2.6491 309.6394 2.8475 309.7283 3.0460 309.8056 3.1459 309.7123 21.7700 939.9400 87.8900 3.1459 309.7123
1078 风电1078 "2022-08-09 01:45:00" 2.3571 312.4209 2.5979 312.3479 2.8172 312.4105 3.0297 312.3246 3.2349 312.3690 3.3338 312.4471 21.7500 939.9300 88.3100 3.3338 312.4471
1078 风电1078 "2022-08-09 02:00:00" 1.0733 333.4349 1.2478 332.8189 1.4047 331.9755 1.5619 331.3017 1.7007 331.1744 1.7726 330.9768 21.1500 940.6800 0.0000 1.7726 330.9768
1078 风电1078 "2022-08-09 02:15:00" 1.6088 329.7692 1.8147 329.9027 2.0032 329.7230 2.1868 329.8001 2.3531 329.6209 2.4337 329.6419 21.8300 940.4100 0.0000 2.4337 329.6419
1078 风电1078 "2022-08-09 02:30:00" 2.0359 325.6074 2.2522 325.6749 2.4464 325.6603 2.6405 325.6479 2.8208 325.6902 2.9068 325.6539 22.1400 940.6500 0.0000 2.9068 325.6539
1078 风电1078 "2022-08-09 02:45:00" 2.1728 320.2282 2.3866 320.4403 2.5928 320.4774 2.7849 320.5369 2.9629 320.6153 3.0550 320.5786 21.9200 939.7900 0.0000 3.0550 320.5786
1078 风电1078 "2022-08-09 03:00:00" 1.8809 315.0000 2.0860 315.1942 2.2769 315.3559 2.4608 315.3293 2.6305 315.3080 2.7083 315.4488 21.7800 940.0100 89.6100 2.7083 315.4488
1078 风电1078 "2022-08-09 03:15:00" 1.6978 309.5031 1.8976 309.2257 2.0883 309.5597 2.2586 309.6107 2.4289 309.6546 2.5070 309.6593 21.7500 940.0800 89.8100 2.5070 309.6593
1078 风电1078 "2022-08-09 03:30:00" 1.6056 309.4401 1.7977 309.3567 1.9820 309.4725 2.1523 309.5329 2.3226 309.5845 2.4007 309.5917 21.7600 939.8400 89.4500 2.4007 309.5917
1078 风电1078 "2022-08-09 03:45:00" 1.4313 304.4673 1.6172 304.6727 1.7835 304.4920 1.9473 304.7510 2.0998 304.5226 2.1775 304.7118 21.7900 939.7200 88.8100 2.1775 304.7118
1078 风电1078 "2022-08-09 04:00:00" 1.1454 294.7751 1.2886 294.7751 1.4318 294.7751 1.5659 294.9285 1.7000 295.0576 1.7538 294.9577 21.7900 939.2000 88.0800 1.7538 294.9577
1078 风电1078 "2022-08-09 04:15:00" 0.8500 270.0000 0.9600 270.0000 1.0700 270.5355 1.1700 270.4897 1.2600 270.4547 1.3100 270.4374 21.7600 938.5500 87.4000 1.3100 270.4374
1078 风电1078 "2022-08-09 04:30:00" 0.8538 264.6233 0.9642 264.6442 1.0647 264.6107 1.1643 265.0729 1.2648 265.0106 1.3055 264.7261 21.7900 938.5800 86.5200 1.3055 264.7261
1078 风电1078 "2022-08-09 04:45:00" 1.1893 289.6538 1.3474 289.5108 1.4994 289.8852 1.6387 289.9831 1.7651 289.8722 1.8283 289.8225 21.8900 938.7300 84.8700 1.8283 289.8225
1078 风电1078 "2022-08-09 05:00:00" 1.7542 298.6105 1.8476 298.0907 1.9412 297.6211 2.0261 297.3239 2.1064 296.8083 2.1466 296.5651 22.0500 939.9500 0.0000 2.1466 296.5651
1078 风电1078 "2022-08-09 05:15:00" 1.9039 293.1986 2.1364 293.4451 2.3465 293.6154 2.5435 293.6423 2.7405 293.6653 2.8298 293.7569 20.7400 940.0200 0.0000 2.8298 293.7569
1078 风电1078 "2022-08-09 05:30:00" 1.9294 291.9117 2.1671 291.9487 2.3862 292.1581 2.5831 292.2957 2.7800 292.4138 2.8747 292.2826 20.9800 940.1400 0.0000 2.8747 292.2826
1078 风电1078 "2022-08-09 05:45:00" 1.8374 287.7447 2.0588 287.8189 2.2706 287.9562 2.4698 287.9214 2.6627 288.1628 2.7449 288.0389 21.0200 939.4600 0.0000 2.7449 288.0389
1078 风电1078 "2022-08-09 06:00:00" 1.7184 286.2202 1.9272 286.2721 2.1264 286.3895 2.3160 286.5571 2.4932 286.5452 2.5756 286.4649 21.0300 939.1400 87.3600 2.5756 286.4649
1078 风电1078 "2022-08-09 06:15:00" 1.6164 278.1802 1.8187 278.2192 1.9997 278.0491 2.1821 278.1672 2.3448 278.3374 2.4254 278.2971 21.8900 939.5500 87.2800 2.4254 278.2971
1078 风电1078 "2022-08-09 06:30:00" 1.6422 276.9952 1.8345 277.2025 2.0168 277.4069 2.1880 277.3524 2.3393 277.3681 2.4199 277.3600 23.2500 939.8700 86.1300 2.4199 277.3600
1078 风电1078 "2022-08-09 06:45:00" 1.9010 289.6741 2.0591 289.5790 2.2171 289.4974 2.3530 289.3590 2.4828 289.5296 2.5555 289.4276 24.3500 940.0400 78.4100 2.5555 289.4276
1078 风电1078 "2022-08-09 07:00:00" 2.4102 303.4923 2.5322 303.5646 2.6487 303.4501 2.7707 303.5180 2.8734 303.3582 2.9233 303.4183 25.0200 940.0400 71.8900 2.9233 303.4183
1078 风电1078 "2022-08-09 07:15:00" 3.0743 311.5716 3.2098 311.3371 3.3302 311.3478 3.4506 311.3577 3.5644 311.2464 3.6208 311.3050 25.6300 940.0900 67.4900 3.6208 311.3050
1078 风电1078 "2022-08-09 07:30:00" 3.2953 311.1859 3.4299 311.2174 3.5512 311.0038 3.6716 311.0244 3.7779 311.0290 3.8278 310.9747 25.9300 939.9900 64.9300 3.8278 310.9747
