PlantID Datetime Power
1078 "2022-05-01 23:15:00" 13.2022
1078 "2022-05-01 23:30:00" 20.0891
1078 "2022-05-01 23:45:00" 27.9797
1078 "2022-05-02 00:00:00" 35.6852
1078 "2022-05-02 00:15:00" 30.6740
1078 "2022-05-02 00:30:00" 26.9468
1078 "2022-05-02 00:45:00" 27.9534
1078 "2022-05-02 01:00:00" 25.1179
1078 "2022-05-02 01:15:00" 28.1087
1078 "2022-05-02 01:30:00" 26.4419
1078 "2022-05-02 01:45:00" 21.3537
1078 "2022-05-02 02:00:00" 15.8280
1078 "2022-05-02 02:15:00" 22.8286
1078 "2022-05-02 02:30:00" 22.5811
1078 "2022-05-02 02:45:00" 25.1890
1078 "2022-05-02 03:00:00" 21.1002
1078 "2022-05-02 03:15:00" 25.8640
1078 "2022-05-02 03:30:00" 28.5208
1078 "2022-05-02 03:45:00" 35.4664
1078 "2022-05-02 04:00:00" 30.7335
1078 "2022-05-02 04:15:00" 33.6326
1078 "2022-05-02 04:30:00" 31.7815
1078 "2022-05-02 04:45:00" 26.8404
1078 "2022-05-02 05:00:00" 27.0343
1078 "2022-05-02 05:15:00" 30.3239
1078 "2022-05-02 05:30:00" 36.5978
1078 "2022-05-02 05:45:00" 36.9940
1078 "2022-05-02 06:00:00" 33.5782
1078 "2022-05-02 06:15:00" 29.4359
1078 "2022-05-02 06:30:00" 29.5526
1078 "2022-05-02 06:45:00" 28.9448
1078 "2022-05-02 07:00:00" 21.4925
1078 "2022-05-02 07:15:00" 17.3264
1078 "2022-05-02 07:30:00" 19.2486
1078 "2022-05-02 07:45:00" 14.2632
1078 "2022-05-02 08:00:00" 10.1198
1078 "2022-05-02 08:15:00" 8.8336
1078 "2022-05-02 08:30:00" 7.8087
1078 "2022-05-02 08:45:00" 7.5062
1078 "2022-05-02 09:00:00" 2.0331
1078 "2022-05-02 09:15:00" 2.9838
1078 "2022-05-02 09:30:00" 3.2651
1078 "2022-05-02 09:45:00" 2.0531
1078 "2022-05-02 10:00:00" 4.9660
1078 "2022-05-02 10:15:00" 4.6726
1078 "2022-05-02 10:30:00" 3.9973
1078 "2022-05-02 10:45:00" 3.8494
1078 "2022-05-02 11:00:00" 5.1905
1078 "2022-05-02 11:15:00" 4.4051
1078 "2022-05-02 11:30:00" 7.0387
1078 "2022-05-02 11:45:00" 7.3515
1078 "2022-05-02 12:00:00" 7.7882
1078 "2022-05-02 12:15:00" 7.7892
1078 "2022-05-02 12:30:00" 8.1956
1078 "2022-05-02 12:45:00" 6.7778
1078 "2022-05-02 13:00:00" 5.8199
1078 "2022-05-02 13:15:00" 5.2854
1078 "2022-05-02 13:30:00" 6.2271
1078 "2022-05-02 13:45:00" 8.2518
1078 "2022-05-02 14:00:00" 8.0908
1078 "2022-05-02 14:15:00" 6.2375
1078 "2022-05-02 14:30:00" 6.4699
1078 "2022-05-02 14:45:00" 11.0779
1078 "2022-05-02 15:00:00" 8.7762
1078 "2022-05-02 15:15:00" 10.9824
1078 "2022-05-02 15:30:00" 12.3621
1078 "2022-05-02 15:45:00" 17.7554
1078 "2022-05-02 16:00:00" 10.4523
1078 "2022-05-02 16:15:00" 12.9778
1078 "2022-05-02 16:30:00" 12.1520
1078 "2022-05-02 16:45:00" 16.7605
1078 "2022-05-02 17:00:00" 18.5809
1078 "2022-05-02 17:15:00" 18.7536
1078 "2022-05-02 17:30:00" 18.2089
1078 "2022-05-02 17:45:00" 17.2737
1078 "2022-05-02 18:00:00" 16.2118
1078 "2022-05-02 18:15:00" 20.4177
1078 "2022-05-02 18:30:00" 20.1518
1078 "2022-05-02 18:45:00" 22.3004
1078 "2022-05-02 19:00:00" 17.1509
1078 "2022-05-02 19:15:00" 8.6143
1078 "2022-05-02 19:30:00" 7.0415
1078 "2022-05-02 19:45:00" 7.7919
1078 "2022-05-02 20:00:00" 8.0609
1078 "2022-05-02 20:15:00" 7.0456
1078 "2022-05-02 20:30:00" 7.4900
1078 "2022-05-02 20:45:00" 10.9043
1078 "2022-05-02 21:00:00" 16.5436
1078 "2022-05-02 21:15:00" 17.3665
1078 "2022-05-02 21:30:00" 23.7171
1078 "2022-05-02 21:45:00" 34.7306
1078 "2022-05-02 22:00:00" 34.4637
1078 "2022-05-02 22:15:00" 31.5554
1078 "2022-05-02 22:30:00" 29.3518
1078 "2022-05-02 22:45:00" 29.5586
1078 "2022-05-02 23:00:00" 32.4841
1078 "2022-05-02 23:15:00" 31.8272
1078 "2022-05-02 23:30:00" 31.6053
1078 "2022-05-02 23:45:00" 29.0541
1078 "2022-05-03 00:00:00" 26.4988
1078 "2022-05-03 00:15:00" 26.4446
1078 "2022-05-03 00:30:00" 31.1186
1078 "2022-05-03 00:45:00" 28.6772
1078 "2022-05-03 01:00:00" 35.0500
1078 "2022-05-03 01:15:00" 35.4650
1078 "2022-05-03 01:30:00" 34.4185
1078 "2022-05-03 01:45:00" 33.8982
1078 "2022-05-03 02:00:00" 32.9175
1078 "2022-05-03 02:15:00" 31.2594
1078 "2022-05-03 02:30:00" 33.0343
1078 "2022-05-03 02:45:00" 34.8201
1078 "2022-05-03 03:00:00" 36.5592
1078 "2022-05-03 03:15:00" 34.9633
1078 "2022-05-03 03:30:00" 33.7998
1078 "2022-05-03 03:45:00" 35.6022
1078 "2022-05-03 04:00:00" 36.0810
1078 "2022-05-03 04:15:00" 32.3232
1078 "2022-05-03 04:30:00" 30.3257
1078 "2022-05-03 04:45:00" 28.3802
1078 "2022-05-03 05:00:00" 27.8354
1078 "2022-05-03 05:15:00" 23.7539
1078 "2022-05-03 05:30:00" 20.9609
1078 "2022-05-03 05:45:00" 19.8056
1078 "2022-05-03 06:00:00" 17.5100
1078 "2022-05-03 06:15:00" 20.2598
1078 "2022-05-03 06:30:00" 18.7342
1078 "2022-05-03 06:45:00" 16.5830
1078 "2022-05-03 07:00:00" 15.2634
1078 "2022-05-03 07:15:00" 18.5023
1078 "2022-05-03 07:30:00" 17.9891
1078 "2022-05-03 07:45:00" 11.6434
1078 "2022-05-03 08:00:00" 11.9276
1078 "2022-05-03 08:15:00" 12.2135
1078 "2022-05-03 08:30:00" 16.4326
1078 "2022-05-03 08:45:00" 18.3172
1078 "2022-05-03 09:00:00" 15.3860
1078 "2022-05-03 09:15:00" 12.8663
1078 "2022-05-03 09:30:00" 11.6086
1078 "2022-05-03 09:45:00" 9.2337
1078 "2022-05-03 10:00:00" 3.8799
1078 "2022-05-03 10:15:00" 1.6430
1078 "2022-05-03 10:30:00" 0.7264
1078 "2022-05-03 10:45:00" 1.2683
1078 "2022-05-03 11:00:00" 0.6039
1078 "2022-05-03 11:15:00" 0.4021
1078 "2022-05-03 11:30:00" 0.1987
1078 "2022-05-03 11:45:00" 0.3057
1078 "2022-05-03 12:00:00" 2.9029
1078 "2022-05-03 12:15:00" 0.6937
1078 "2022-05-03 12:30:00" 2.2987
1078 "2022-05-03 12:45:00" 3.3376
1078 "2022-05-03 13:00:00" 2.4684
1078 "2022-05-03 13:15:00" 1.4902
1078 "2022-05-03 13:30:00" 0.5036
1078 "2022-05-03 13:45:00" 0.1535
1078 "2022-05-03 14:00:00" 0.4441
1078 "2022-05-03 14:15:00" 0.0888
1078 "2022-05-03 14:30:00" 0.1543
1078 "2022-05-03 14:45:00" 0.8953
1078 "2022-05-03 15:00:00" 0.0775
1078 "2022-05-03 15:15:00" 0.3659
1078 "2022-05-03 15:30:00" 0.1531
1078 "2022-05-03 15:45:00" 0.1726
1078 "2022-05-03 16:00:00" 0.3377
1078 "2022-05-03 16:15:00" 0.1540
1078 "2022-05-03 16:30:00" 0.0903
1078 "2022-05-03 16:45:00" 0.5192
1078 "2022-05-03 17:00:00" 1.8306
1078 "2022-05-03 17:15:00" 1.9765
1078 "2022-05-03 17:30:00" 1.6969
1078 "2022-05-03 17:45:00" 2.2734
1078 "2022-05-03 18:00:00" 1.2348
1078 "2022-05-03 18:15:00" 0.1492
1078 "2022-05-03 18:30:00" 0.0684
1078 "2022-05-03 18:45:00" 0.1021
1078 "2022-05-03 19:00:00" 0.3742
1078 "2022-05-03 19:15:00" 0.5893
1078 "2022-05-03 19:30:00" 1.1974
1078 "2022-05-03 19:45:00" 1.2577
1078 "2022-05-03 20:00:00" 2.4668
1078 "2022-05-03 20:15:00" 2.0827
1078 "2022-05-03 20:30:00" 1.6965
1078 "2022-05-03 20:45:00" 1.6642
1078 "2022-05-03 21:00:00" 1.5370
1078 "2022-05-03 21:15:00" 1.1926
1078 "2022-05-03 21:30:00" 3.5161
1078 "2022-05-03 21:45:00" 4.2874
1078 "2022-05-03 22:00:00" 3.7956
1078 "2022-05-03 22:15:00" 4.6103
1078 "2022-05-03 22:30:00" 5.1618
1078 "2022-05-03 22:45:00" 4.1884
1078 "2022-05-03 23:00:00" 2.8005
1078 "2022-05-03 23:15:00" 1.9635
1078 "2022-05-03 23:30:00" 1.4505
1078 "2022-05-03 23:45:00" 0.6789
1078 "2022-05-04 00:00:00" 0.1573
1078 "2022-05-04 00:15:00" 0.2850
1078 "2022-05-04 00:30:00" 0.4153
1078 "2022-05-04 00:45:00" 0.4427
1078 "2022-05-04 01:00:00" 0.4564
1078 "2022-05-04 01:15:00" 0.4446
1078 "2022-05-04 01:30:00" 0.4386
1078 "2022-05-04 01:45:00" 0.4403
1078 "2022-05-04 02:00:00" 0.3911
1078 "2022-05-04 02:15:00" 0.2903
1078 "2022-05-04 02:30:00" 0.2665
1078 "2022-05-04 02:45:00" 0.2059
1078 "2022-05-04 03:00:00" 0.3162
1078 "2022-05-04 03:15:00" 0.1922
1078 "2022-05-04 03:30:00" 0.2154
1078 "2022-05-04 03:45:00" 0.1947
1078 "2022-05-04 04:00:00" 0.1981
1078 "2022-05-04 04:15:00" 0.3505
1078 "2022-05-04 04:30:00" 0.3800
1078 "2022-05-04 04:45:00" 0.3834
1078 "2022-05-04 05:00:00" 0.3633
1078 "2022-05-04 05:15:00" 0.3686
1078 "2022-05-04 05:30:00" 0.3854
1078 "2022-05-04 05:45:00" 0.3934
1078 "2022-05-04 06:00:00" 0.3740
1078 "2022-05-04 06:15:00" 0.3060
1078 "2022-05-04 06:30:00" 0.3140
1078 "2022-05-04 06:45:00" 0.2879
1078 "2022-05-04 07:00:00" 0.2838
1078 "2022-05-04 07:15:00" 0.3008
1078 "2022-05-04 07:30:00" 0.3508
1078 "2022-05-04 07:45:00" 0.3511
1078 "2022-05-04 08:00:00" 0.3004
1078 "2022-05-04 08:15:00" 0.2577
1078 "2022-05-04 08:30:00" 0.2671
1078 "2022-05-04 08:45:00" 0.1699
1078 "2022-05-04 09:00:00" 0.1861
1078 "2022-05-04 09:15:00" 0.1987
1078 "2022-05-04 09:30:00" 0.3699
1078 "2022-05-04 09:45:00" 0.4167
1078 "2022-05-04 10:00:00" 0.1780
1078 "2022-05-04 10:15:00" 0.2173
1078 "2022-05-04 10:30:00" 0.2154
1078 "2022-05-04 10:45:00" 0.1527
1078 "2022-05-04 11:00:00" 0.2614
1078 "2022-05-04 11:15:00" 0.2587
1078 "2022-05-04 11:30:00" 0.4324
1078 "2022-05-04 11:45:00" 0.4313
1078 "2022-05-04 12:00:00" 0.4029
1078 "2022-05-04 12:15:00" 0.4241
1078 "2022-05-04 12:30:00" 0.4938
1078 "2022-05-04 12:45:00" 0.4163
1078 "2022-05-04 13:00:00" 0.4453
1078 "2022-05-04 13:15:00" 0.3545
1078 "2022-05-04 13:30:00" 0.2393
1078 "2022-05-04 13:45:00" 0.0887
1078 "2022-05-04 14:00:00" 0.1851
1078 "2022-05-04 14:15:00" 0.1862
1078 "2022-05-04 14:30:00" 0.4967
1078 "2022-05-04 14:45:00" 0.3105
1078 "2022-05-04 15:00:00" 0.1335
1078 "2022-05-04 15:15:00" 0.0702
1078 "2022-05-04 15:30:00" 0.2146
1078 "2022-05-04 15:45:00" 0.5184
1078 "2022-05-04 16:00:00" 0.2803
1078 "2022-05-04 16:15:00" 0.5502
1078 "2022-05-04 16:30:00" 0.5172
1078 "2022-05-04 16:45:00" 0.3231
1078 "2022-05-04 17:00:00" 0.5853
1078 "2022-05-04 17:15:00" 1.2096
1078 "2022-05-04 17:30:00" 1.9307
1078 "2022-05-04 17:45:00" 1.2507
1078 "2022-05-04 18:00:00" 2.5679
1078 "2022-05-04 18:15:00" 2.7110
1078 "2022-05-04 18:30:00" 2.6174
1078 "2022-05-04 18:45:00" 1.3446
1078 "2022-05-04 19:00:00" 1.1814
1078 "2022-05-04 19:15:00" 1.1192
1078 "2022-05-04 19:30:00" 0.8243
1078 "2022-05-04 19:45:00" 0.6118
1078 "2022-05-04 20:00:00" 0.9165
1078 "2022-05-04 20:15:00" 1.2551
1078 "2022-05-04 20:30:00" 1.1541
1078 "2022-05-04 20:45:00" 1.6397
1078 "2022-05-04 21:00:00" 1.5181
1078 "2022-05-04 21:15:00" 1.0813
1078 "2022-05-04 21:30:00" 0.5235
1078 "2022-05-04 21:45:00" 0.7233
1078 "2022-05-04 22:00:00" 0.1328
1078 "2022-05-04 22:15:00" 0.2489
1078 "2022-05-04 22:30:00" 0.2642
1078 "2022-05-04 22:45:00" 0.6333
1078 "2022-05-04 23:00:00" 0.9557
1078 "2022-05-04 23:15:00" 2.1508
1078 "2022-05-04 23:30:00" 3.8328
1078 "2022-05-04 23:45:00" 4.7499
1078 "2022-05-05 00:00:00" 4.1449
1078 "2022-05-05 00:15:00" 4.2335
1078 "2022-05-05 00:30:00" 2.8766
1078 "2022-05-05 00:45:00" 1.1770
1078 "2022-05-05 01:00:00" 1.3590
1078 "2022-05-05 01:15:00" 0.5066
1078 "2022-05-05 01:30:00" 0.6437
1078 "2022-05-05 01:45:00" 0.6622
1078 "2022-05-05 02:00:00" 0.3843
1078 "2022-05-05 02:15:00" 0.2370
1078 "2022-05-05 02:30:00" 0.0000
1078 "2022-05-05 02:45:00" 0.0900
1078 "2022-05-05 03:00:00" 0.2106
1078 "2022-05-05 03:15:00" 0.9213
1078 "2022-05-05 03:30:00" 3.0086
1078 "2022-05-05 03:45:00" 3.8615
1078 "2022-05-05 04:00:00" 4.1096
1078 "2022-05-05 04:15:00" 4.3233
1078 "2022-05-05 04:30:00" 3.3629
1078 "2022-05-05 04:45:00" 2.5509
1078 "2022-05-05 05:00:00" 2.3818
1078 "2022-05-05 05:15:00" 2.5992
1078 "2022-05-05 05:30:00" 3.1575
1078 "2022-05-05 05:45:00" 2.9230
1078 "2022-05-05 06:00:00" 2.3172
1078 "2022-05-05 06:15:00" 2.2202
1078 "2022-05-05 06:30:00" 1.8991
1078 "2022-05-05 06:45:00" 2.0105
1078 "2022-05-05 07:00:00" 1.8352
1078 "2022-05-05 07:15:00" 2.3357
1078 "2022-05-05 07:30:00" 1.5349
1078 "2022-05-05 07:45:00" 1.1245
1078 "2022-05-05 08:00:00" 0.8341
1078 "2022-05-05 08:15:00" 0.5853
1078 "2022-05-05 08:30:00" 0.5240
1078 "2022-05-05 08:45:00" 0.0983
1078 "2022-05-05 09:00:00" 0.2587
1078 "2022-05-05 09:15:00" 0.5059
1078 "2022-05-05 09:30:00" 0.3831
1078 "2022-05-05 09:45:00" 0.2559
1078 "2022-05-05 10:00:00" 0.2149
1078 "2022-05-05 10:15:00" 0.0948
1078 "2022-05-05 10:30:00" 0.7040
1078 "2022-05-05 10:45:00" 0.1177
1078 "2022-05-05 11:00:00" 0.6164
1078 "2022-05-05 11:15:00" 0.1194
1078 "2022-05-05 11:30:00" 0.0000
1078 "2022-05-05 11:45:00" 0.0000
1078 "2022-05-05 12:00:00" 0.0000
1078 "2022-05-05 12:15:00" 0.0000
1078 "2022-05-05 12:30:00" 0.0000
1078 "2022-05-05 12:45:00" 0.0000
1078 "2022-05-05 13:00:00" 0.0000
1078 "2022-05-05 13:15:00" 0.0000
1078 "2022-05-05 13:30:00" 0.0000
1078 "2022-05-05 13:45:00" 0.0000
1078 "2022-05-05 14:00:00" 0.0000
1078 "2022-05-05 14:15:00" 0.0000
1078 "2022-05-05 14:30:00" 0.0000
1078 "2022-05-05 14:45:00" 0.0000
1078 "2022-05-05 15:00:00" 0.0000
1078 "2022-05-05 15:15:00" 0.0000
1078 "2022-05-05 15:30:00" 0.0000
1078 "2022-05-05 15:45:00" 0.0000
1078 "2022-05-05 16:00:00" 0.0000
1078 "2022-05-05 16:15:00" 0.0000
1078 "2022-05-05 16:30:00" 0.0000
1078 "2022-05-05 16:45:00" 0.0000
1078 "2022-05-05 17:00:00" 0.0000
1078 "2022-05-05 17:15:00" 0.0000
1078 "2022-05-05 17:30:00" 0.0000
1078 "2022-05-05 17:45:00" 0.0000
1078 "2022-05-05 18:00:00" 0.0000
1078 "2022-05-05 18:15:00" 0.0000
1078 "2022-05-05 18:30:00" 0.0000
1078 "2022-05-05 18:45:00" 0.0000
1078 "2022-05-05 19:00:00" 0.0000
1078 "2022-05-05 19:15:00" 0.0000
1078 "2022-05-05 19:30:00" 0.0000
1078 "2022-05-05 19:45:00" 0.0000
1078 "2022-05-05 20:00:00" 0.0000
1078 "2022-05-05 20:15:00" 0.0000
1078 "2022-05-05 20:30:00" 0.0000
1078 "2022-05-05 20:45:00" 0.0000
1078 "2022-05-05 21:00:00" 0.0000
1078 "2022-05-05 21:15:00" 0.0000
1078 "2022-05-05 21:30:00" 0.0000
1078 "2022-05-05 21:45:00" 0.0000
1078 "2022-05-05 22:00:00" 0.0000
1078 "2022-05-05 22:15:00" 0.0000
1078 "2022-05-05 22:30:00" 0.0000
1078 "2022-05-05 22:45:00" 0.0000
1078 "2022-05-05 23:00:00" 0.0000
1078 "2022-05-05 23:15:00" 0.0000
1078 "2022-05-05 23:30:00" 0.0000
1078 "2022-05-05 23:45:00" 0.0000
1078 "2022-05-09 00:00:00" 0.0000
1078 "2022-05-09 00:15:00" 0.0000
1078 "2022-05-09 00:30:00" 0.0000
1078 "2022-05-09 00:45:00" 0.0000
1078 "2022-05-09 01:00:00" 0.0000
1078 "2022-05-09 01:15:00" 0.0000
1078 "2022-05-09 01:30:00" 0.0000
1078 "2022-05-09 01:45:00" 0.0000
1078 "2022-05-09 02:00:00" 0.0000
1078 "2022-05-09 02:15:00" 0.0000
1078 "2022-05-09 02:30:00" 0.0000
1078 "2022-05-09 02:45:00" 0.0000
1078 "2022-05-09 03:00:00" 0.0000
1078 "2022-05-09 03:15:00" 0.0000
1078 "2022-05-09 03:30:00" 0.0000
1078 "2022-05-09 03:45:00" 0.0000
1078 "2022-05-09 04:00:00" 0.0000
1078 "2022-05-09 04:15:00" 0.0000
1078 "2022-05-09 04:30:00" 0.0000
1078 "2022-05-09 04:45:00" 0.0000
1078 "2022-05-09 05:00:00" 0.0000
1078 "2022-05-09 05:15:00" 0.0000
1078 "2022-05-09 05:30:00" 0.0000
1078 "2022-05-09 05:45:00" 0.0000
1078 "2022-05-09 06:00:00" 0.0000
1078 "2022-05-09 06:15:00" 0.0000
1078 "2022-05-09 06:30:00" 0.0000
1078 "2022-05-09 06:45:00" 0.0000
1078 "2022-05-09 07:00:00" 0.0000
1078 "2022-05-09 07:15:00" 0.0000
1078 "2022-05-09 07:30:00" 0.0000
1078 "2022-05-09 07:45:00" 0.0000
1078 "2022-05-09 08:00:00" 0.0000
1078 "2022-05-09 08:15:00" 0.0000
1078 "2022-05-09 08:30:00" 0.0000
1078 "2022-05-09 08:45:00" 0.0000
1078 "2022-05-09 09:00:00" 0.0000
1078 "2022-05-09 09:15:00" 0.0000
1078 "2022-05-09 09:30:00" 0.0000
1078 "2022-05-09 09:45:00" 3.9128
1078 "2022-05-09 10:00:00" 3.5053
1078 "2022-05-09 10:15:00" 4.8571
1078 "2022-05-09 10:30:00" 4.5552
1078 "2022-05-09 10:45:00" 3.7928
1078 "2022-05-09 11:00:00" 4.1289
1078 "2022-05-09 11:15:00" 4.4090
1078 "2022-05-09 11:30:00" 4.3562
1078 "2022-05-09 11:45:00" 3.7880
1078 "2022-05-09 12:00:00" 5.7361
1078 "2022-05-09 12:15:00" 3.0898
1078 "2022-05-09 12:30:00" 3.4617
1078 "2022-05-09 12:45:00" 3.7758
1078 "2022-05-09 13:00:00" 6.1278
1078 "2022-05-09 13:15:00" 3.9542
1078 "2022-05-09 13:30:00" 2.6891
1078 "2022-05-09 13:45:00" 2.7123
1078 "2022-05-09 14:00:00" 3.0475
1078 "2022-05-09 14:15:00" 5.7728
1078 "2022-05-09 14:30:00" 7.1301
1078 "2022-05-09 14:45:00" 6.8384
1078 "2022-05-09 15:00:00" 4.5482
1078 "2022-05-09 15:15:00" 5.1109
1078 "2022-05-09 15:30:00" 6.6889
1078 "2022-05-09 15:45:00" 5.9611
1078 "2022-05-09 16:00:00" 9.9152
1078 "2022-05-09 16:15:00" 7.0580
1078 "2022-05-09 16:30:00" 7.1662
1078 "2022-05-09 16:45:00" 4.8594
1078 "2022-05-09 17:00:00" 5.7648
1078 "2022-05-09 17:15:00" 4.6351
1078 "2022-05-09 17:30:00" 4.3246
1078 "2022-05-09 17:45:00" 6.9172
1078 "2022-05-09 18:00:00" 6.5387
1078 "2022-05-09 18:15:00" 7.0235
1078 "2022-05-09 18:30:00" 9.0376
1078 "2022-05-09 18:45:00" 10.9201
1078 "2022-05-09 19:00:00" 12.0661
1078 "2022-05-09 19:15:00" 15.3342
1078 "2022-05-09 19:30:00" 16.2189
1078 "2022-05-09 19:45:00" 19.4892
1078 "2022-05-09 20:00:00" 20.0253
1078 "2022-05-09 20:15:00" 23.7360
1078 "2022-05-09 20:30:00" 32.4799
1078 "2022-05-09 20:45:00" 43.3158
1078 "2022-05-09 21:00:00" 45.0469
1078 "2022-05-09 21:15:00" 44.1374
1078 "2022-05-09 21:30:00" 45.2112
1078 "2022-05-09 21:45:00" 46.8867
1078 "2022-05-09 22:00:00" 52.0159
1078 "2022-05-09 22:15:00" 52.0327
1078 "2022-05-09 22:30:00" 47.9755
1078 "2022-05-09 22:45:00" 50.5986
1078 "2022-05-09 23:00:00" 48.1967
1078 "2022-05-09 23:15:00" 46.4599
1078 "2022-05-09 23:30:00" 50.2719
1078 "2022-05-09 23:45:00" 46.6494
1078 "2022-05-10 00:00:00" 48.0634
1078 "2022-05-10 00:15:00" 49.7198
1078 "2022-05-10 00:30:00" 49.8909
1078 "2022-05-10 00:45:00" 46.4471
1078 "2022-05-10 01:00:00" 48.2096
1078 "2022-05-10 01:15:00" 49.0958
1078 "2022-05-10 01:30:00" 51.0186
1078 "2022-05-10 01:45:00" 51.4614
1078 "2022-05-10 02:00:00" 50.8688
1078 "2022-05-10 02:15:00" 47.1949
1078 "2022-05-10 02:30:00" 48.8789
1078 "2022-05-10 02:45:00" 50.5570
1078 "2022-05-10 03:00:00" 45.5174
1078 "2022-05-10 03:15:00" 50.6120
1078 "2022-05-10 03:30:00" 50.8591
1078 "2022-05-10 03:45:00" 52.1499
1078 "2022-05-10 04:00:00" 52.3745
1078 "2022-05-10 04:15:00" 51.8760
1078 "2022-05-10 04:30:00" 52.5517
1078 "2022-05-10 04:45:00" 50.7550
1078 "2022-05-10 05:00:00" 50.3715
1078 "2022-05-10 05:15:00" 49.9230
1078 "2022-05-10 05:30:00" 51.8742
1078 "2022-05-10 05:45:00" 50.0344
1078 "2022-05-10 06:00:00" 51.9702
1078 "2022-05-10 06:15:00" 51.5089
1078 "2022-05-10 06:30:00" 48.4856
1078 "2022-05-10 06:45:00" 45.1733
1078 "2022-05-10 07:00:00" 50.4231
1078 "2022-05-10 07:15:00" 47.7585
1078 "2022-05-10 07:30:00" 46.0696
